Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Year
118,Chris Duarte,SF,26,SAC,23,5,12.4,1.3,3.5,.363,0.6,2.0,.298,0.7,1.4,.455,.450,0.6,0.8,.778,0.2,1.5,1.7,0.8,0.5,0.1,0.5,2.1,3.7,2024
119,Kris Dunn,PG,29,UTA,21,3,14.9,2.2,4.5,.489,0.5,1.2,.385,1.7,3.2,.529,.543,0.4,0.7,.643,0.6,1.9,2.4,3.1,0.6,0.1,1.3,1.6,5.3,2024
120,Kevin Durant,PF,35,PHO,23,23,36.7,10.8,20.8,.518,2.2,4.7,.467,8.6,16.2,.532,.570,7.3,8.3,.870,0.4,5.7,6.1,5.6,0.8,1.1,3.4,1.9,31.0,2024
121,Jalen Duren,C,20,DET,14,13,28.9,5.7,9.1,.630,0.0,0.1,.000,5.7,8.9,.640,.630,1.1,2.0,.571,3.4,7.6,10.9,2.5,0.6,1.4,2.7,3.4,12.6,2024
122,Tari Eason,PF,22,HOU,17,0,21.0,3.6,7.7,.473,0.9,2.1,.417,2.8,5.6,.495,.531,1.1,1.7,.655,2.0,5.2,7.2,1.2,0.9,1.0,1.0,2.1,9.3,2024
123,Anthony Edwards,SG,22,MIN,24,24,34.2,8.7,19.3,.452,2.4,6.4,.379,6.3,12.9,.489,.515,5.0,5.8,.856,0.7,4.9,5.5,5.1,1.4,0.5,3.1,1.8,24.8,2024
124,Kessler Edwards,SF,23,SAC,21,0,5.5,0.6,1.5,.419,0.3,0.9,.368,0.3,0.6,.500,.532,0.0,0.1,.500,0.1,0.7,0.9,0.3,0.1,0.1,0.0,0.4,1.6,2024
125,Keon Ellis,SG,24,SAC,19,3,13.8,1.5,3.4,.446,1.1,2.9,.375,0.4,0.5,.889,.608,0.5,0.8,.667,0.3,1.2,1.5,1.5,0.6,0.5,0.7,1.5,4.7,2024
126,Joel Embiid,C,29,PHI,24,24,34.1,11.8,21.8,.541,1.1,3.3,.333,10.7,18.5,.578,.566,10.5,11.7,.893,2.9,8.9,11.8,5.9,1.1,1.9,3.8,2.9,35.1,2024
127,Drew Eubanks,C,26,PHO,26,0,17.1,2.6,4.3,.607,0.1,0.1,1.000,2.5,4.2,.600,.616,1.2,1.4,.838,1.4,3.0,4.4,1.2,0.3,1.1,1.2,1.8,6.5,2024
128,Dante Exum,PG,28,DAL,24,8,17.4,3.4,5.9,.570,0.8,2.0,.426,2.5,4.0,.642,.641,1.0,1.4,.706,0.6,2.3,2.9,2.4,0.5,0.2,0.6,1.5,8.6,2024
129,Bruno Fernando,C,25,ATL,7,0,4.7,1.1,2.3,.500,0.0,0.1,.000,1.1,2.1,.533,.500,0.6,0.9,.667,0.7,1.0,1.7,0.1,0.0,0.1,0.6,0.7,2.9,2024
130,Dorian Finney-Smith,PF,30,BRK,25,17,29.3,3.8,8.3,.464,2.4,5.5,.435,1.4,2.8,.522,.609,0.2,0.3,.750,2.0,3.0,5.0,1.2,0.6,0.6,0.9,2.2,10.3,2024
131,Malachi Flynn,PG,25,TOR,27,0,16.3,1.9,4.7,.409,0.9,2.7,.347,1.0,2.0,.491,.508,0.6,0.8,.773,0.4,1.8,2.1,2.4,0.6,0.2,1.0,1.4,5.4,2024
132,Simone Fontecchio,SF,28,UTA,27,14,21.1,3.1,7.0,.441,1.9,4.7,.397,1.2,2.3,.532,.574,0.8,0.9,.840,0.8,2.0,2.9,1.2,0.5,0.4,1.0,1.6,8.8,2024
133,Jordan Ford,PG,25,SAC,6,0,3.7,0.7,1.2,.571,0.3,0.5,.667,0.3,0.7,.500,.714,0.3,0.3,1.000,0.0,0.3,0.3,0.3,0.0,0.0,0.2,0.0,2.0,2024
134,Trent Forrest,SG,25,ATL,7,0,8.7,0.4,2.1,.200,0.0,0.1,.000,0.4,2.0,.214,.200,0.6,0.6,1.000,0.6,0.6,1.1,1.7,0.3,0.0,0.4,0.7,1.4,2024
135,Evan Fournier,SG,31,NYK,1,0,16.0,1.0,6.0,.167,0.0,4.0,.000,1.0,2.0,.500,.167,0.0,0.0,,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,2024
136,De'Aaron Fox,PG,26,SAC,20,20,35.0,10.5,21.8,.480,3.3,8.3,.400,7.2,13.5,.530,.556,5.9,8.0,.731,0.9,3.5,4.4,6.2,1.6,0.3,2.5,2.8,30.1,2024
137,Alex Fudge,SF,20,LAL,4,0,3.5,0.3,1.5,.167,0.0,0.5,.000,0.3,1.0,.250,.167,0.5,0.5,1.000,0.5,0.0,0.5,0.0,0.0,0.0,0.3,0.3,1.0,2024
138,Markelle Fultz,PG,25,ORL,5,5,28.6,5.4,11.2,.482,0.0,0.6,.000,5.4,10.6,.509,.482,0.6,0.8,.750,1.6,1.8,3.4,4.0,1.2,0.4,1.2,1.2,11.4,2024
139,Daniel Gafford,C,25,WAS,24,24,25.6,4.5,6.5,.692,0.0,0.0,,4.5,6.5,.692,.692,1.8,2.6,.698,2.8,4.8,7.7,1.7,0.7,2.3,1.1,3.6,10.8,2024
140,Danilo Gallinari,PF,35,WAS,24,0,15.2,2.3,5.2,.444,0.8,2.5,.317,1.5,2.7,.563,.520,1.8,2.1,.843,0.5,2.5,3.0,1.3,0.3,0.1,0.5,1.0,7.2,2024
141,Darius Garland,PG,24,CLE,20,20,34.0,7.6,16.1,.470,1.8,5.2,.346,5.8,10.9,.530,.526,3.8,4.6,.835,0.6,2.2,2.8,5.9,1.6,0.2,3.8,1.6,20.7,2024
142,Luka Garza,C,25,MIN,6,0,3.0,0.7,2.0,.333,0.0,0.5,.000,0.7,1.5,.444,.333,0.8,1.3,.625,0.5,0.7,1.2,0.3,0.0,0.0,0.2,1.0,2.2,2024
143,Kaiser Gates,SF,27,NOP,1,0,7.0,0.0,4.0,.000,0.0,2.0,.000,0.0,2.0,.000,.000,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
144,Keyonte George,PG,20,UTA,24,16,25.8,3.5,9.6,.361,1.6,5.1,.320,1.8,4.5,.407,.446,2.4,3.0,.781,0.5,2.5,3.0,5.0,0.5,0.1,2.3,1.1,10.9,2024
145,Paul George,PF,33,LAC,26,26,34.6,7.9,17.5,.453,3.3,8.2,.401,4.7,9.3,.498,.546,3.7,4.0,.933,0.6,5.0,5.7,4.2,1.7,0.3,2.2,2.9,22.8,2024
146,Taj Gibson,PF,38,NYK,4,0,6.8,0.5,1.3,.400,0.0,0.5,.000,0.5,0.8,.667,.400,0.0,0.0,,0.5,1.0,1.5,0.0,0.3,0.5,0.3,1.3,1.0,2024
147,Josh Giddey,SG,21,OKC,26,26,25.2,5.0,11.4,.436,0.9,2.6,.343,4.1,8.8,.463,.475,1.0,1.2,.806,1.6,4.4,6.0,4.3,0.8,0.4,2.5,1.3,11.8,2024
148,Harry Giles,C,25,BRK,7,0,6.0,2.0,3.4,.583,0.1,0.7,.200,1.9,2.7,.684,.604,0.7,1.0,.714,0.7,0.7,1.4,0.1,0.1,0.3,0.3,0.7,4.9,2024
149,Shai Gilgeous-Alexander,PG,25,OKC,25,25,34.6,11.1,20.8,.534,1.0,3.3,.313,10.0,17.4,.576,.559,7.5,8.2,.913,0.9,4.8,5.8,6.3,2.8,0.8,2.0,2.4,30.7,2024
150,Anthony Gill,PF,31,WAS,18,0,6.4,0.8,1.8,.455,0.0,0.4,.000,0.8,1.4,.577,.455,0.6,0.8,.786,0.5,0.9,1.4,0.6,0.2,0.2,0.6,0.6,2.3,2024
151,Collin Gillespie,PG,24,DEN,11,0,7.8,0.7,1.8,.400,0.3,1.1,.250,0.5,0.7,.625,.475,0.1,0.1,1.000,0.1,0.3,0.4,0.7,0.5,0.0,0.4,0.9,1.8,2024
152,Jacob Gilyard,PG,25,MEM,19,8,15.7,1.3,3.1,.414,1.1,2.6,.429,0.2,0.5,.333,.595,0.1,0.1,1.000,0.3,0.7,1.1,3.1,0.6,0.1,0.7,1.0,3.7,2024
153,Rudy Gobert,C,31,MIN,27,27,32.0,4.7,7.8,.607,0.0,0.0,,4.7,7.8,.607,.607,3.0,4.9,.614,3.7,8.4,12.1,1.3,0.8,2.3,1.6,2.9,12.5,2024
154,Jordan Goodwin,PG,25,PHO,27,0,18.3,2.3,6.1,.382,0.9,2.8,.307,1.5,3.3,.444,.452,0.7,0.9,.870,1.2,2.8,4.0,2.7,0.7,0.3,0.9,1.4,6.3,2024
155,Aaron Gordon,PF,28,DEN,25,25,32.0,5.5,10.7,.515,0.5,1.9,.250,5.0,8.8,.573,.537,1.8,3.0,.579,2.8,4.2,7.0,3.6,1.0,0.6,1.4,1.7,13.3,2024
156,Eric Gordon,SG,35,PHO,23,16,31.8,5.2,11.4,.458,2.6,6.7,.392,2.6,4.7,.550,.573,0.7,0.9,.810,0.3,1.7,2.0,2.8,1.1,0.5,1.5,1.4,13.8,2024
157,Devonte' Graham,PG,28,SAS,5,0,10.4,0.8,2.4,.333,0.4,1.6,.250,0.4,0.8,.500,.417,1.0,1.4,.714,0.2,0.4,0.6,3.2,0.4,0.2,0.4,0.6,3.0,2024
158,Jerami Grant,PF,29,POR,23,23,35.3,7.7,16.8,.456,2.6,6.2,.420,5.0,10.6,.477,.534,4.7,5.7,.823,0.7,3.1,3.8,2.5,0.8,0.8,2.3,2.3,22.6,2024
159,A.J. Green,SG,24,MIL,19,0,7.7,1.1,2.5,.438,0.9,2.2,.429,0.2,0.3,.500,.625,0.1,0.1,1.000,0.2,0.6,0.8,0.7,0.0,0.0,0.0,0.8,3.2,2024
160,Danny Green,SG,36,PHI,2,0,9.0,0.0,1.0,.000,0.0,0.5,.000,0.0,0.5,.000,.000,0.0,0.0,,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.5,0.0,2024
161,Draymond Green,PF,33,GSW,15,15,25.1,3.4,6.9,.490,1.2,2.8,.429,2.2,4.1,.532,.577,1.7,2.0,.833,1.5,4.1,5.5,5.8,0.4,0.7,2.4,3.0,9.7,2024
162,Jalen Green,SG,21,HOU,25,25,31.0,5.8,14.5,.401,2.0,6.0,.329,3.8,8.5,.451,.468,3.9,4.8,.815,0.4,4.1,4.4,3.2,0.5,0.4,2.2,1.5,17.4,2024
163,Jeff Green,PF,37,HOU,24,0,15.7,2.2,3.9,.570,0.4,1.1,.333,1.8,2.8,.667,.618,2.4,2.8,.838,0.8,1.4,2.2,0.7,0.2,0.4,0.8,1.5,7.2,2024
164,Josh Green,SG,23,DAL,18,5,25.2,2.6,6.1,.422,1.3,3.5,.365,1.3,2.6,.500,.528,0.5,0.9,.529,0.6,2.3,2.9,2.4,0.9,0.2,0.9,1.7,6.9,2024
165,AJ Griffin,SF,20,ATL,12,0,9.2,0.8,2.8,.294,0.7,2.1,.320,0.2,0.8,.222,.412,0.2,0.2,1.000,0.2,0.8,1.0,0.3,0.1,0.0,0.3,0.5,2.5,2024
166,Quentin Grimes,SG,23,NYK,25,18,21.6,2.4,6.2,.381,1.8,4.8,.367,0.6,1.4,.429,.523,0.1,0.2,.400,0.2,1.1,1.3,1.1,0.7,0.0,0.5,1.6,6.6,2024
167,Mouhamed Gueye,PF,21,ATL,2,0,2.0,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,2024
168,Rui Hachimura,PF,25,LAL,20,3,23.8,4.5,9.1,.489,1.2,3.0,.383,3.3,6.1,.541,.552,1.5,2.1,.714,0.9,2.9,3.8,1.2,0.8,0.3,0.9,1.6,11.6,2024
169,Tyrese Haliburton,PG,23,IND,24,24,33.6,8.5,17.2,.498,3.5,8.5,.409,5.1,8.7,.584,.598,3.8,4.4,.867,0.7,3.3,4.0,12.0,0.8,0.6,2.8,1.1,24.3,2024
170,R.J. Hampton,PG,22,MIA,2,0,5.5,0.5,1.0,.500,0.5,0.5,1.000,0.0,0.5,.000,.750,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,1.5,2024
171,Tim Hardaway Jr.,SF,31,DAL,24,0,28.8,5.9,14.5,.409,3.4,9.3,.362,2.5,5.1,.496,.526,2.2,2.5,.883,0.4,3.1,3.5,1.5,0.4,0.0,0.9,1.2,17.4,2024
172,James Harden,SG,34,LAC,23,23,33.7,5.1,10.9,.468,2.7,6.2,.430,2.4,4.7,.519,.590,4.6,5.3,.868,0.4,4.4,4.8,7.7,1.5,0.9,2.3,2.1,17.4,2024
173,Jaden Hardy,SG,21,DAL,23,0,13.2,2.5,6.4,.392,1.1,3.0,.377,1.4,3.4,.405,.480,0.8,1.3,.655,0.3,1.3,1.7,1.5,0.3,0.0,0.7,1.1,7.0,2024
174,Ron Harper Jr.,PF,23,TOR,1,0,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2024
175,Gary Harris,SG,29,ORL,22,4,22.2,2.4,5.7,.424,1.3,4.0,.330,1.1,1.7,.649,.540,1.0,1.2,.778,0.6,1.2,1.8,1.9,0.9,0.2,0.4,1.7,7.1,2024
176,Joe Harris,SG,32,DET,11,0,12.0,0.9,2.8,.323,0.6,2.2,.292,0.3,0.6,.429,.435,0.1,0.2,.500,0.3,0.6,0.9,0.8,0.3,0.2,0.3,1.4,2.5,2024
177,Tobias Harris,PF,31,PHI,27,27,33.7,6.0,11.7,.513,1.0,2.9,.342,5.0,8.8,.570,.555,3.0,3.3,.900,1.0,5.0,6.0,2.7,0.9,0.4,1.7,1.7,16.0,2024
178,Shaquille Harrison,SG,30,MEM,3,0,2.0,0.3,0.7,.500,0.0,0.0,,0.3,0.7,.500,.500,0.0,0.0,,0.0,0.7,0.7,0.0,0.0,0.3,0.0,0.0,0.7,2024
179,Josh Hart,SF,28,NYK,27,5,27.7,3.0,6.6,.461,1.0,2.9,.359,2.0,3.7,.540,.539,0.7,0.9,.783,1.1,4.8,5.9,2.8,0.9,0.3,1.0,1.9,7.8,2024
180,Isaiah Hartenstein,C,25,NYK,27,1,20.6,2.3,4.0,.589,0.0,0.1,.333,2.3,3.9,.596,.593,1.2,1.9,.647,3.0,3.5,6.5,1.4,0.9,1.0,0.9,2.7,5.9,2024
181,Sam Hauser,SF,26,BOS,27,3,23.0,3.1,6.7,.462,2.5,5.8,.433,0.6,0.9,.640,.648,0.3,0.4,.800,0.9,2.6,3.5,1.0,0.6,0.3,0.5,1.5,9.0,2024
182,Jordan Hawkins,SG,21,NOP,27,9,23.9,3.5,9.2,.382,2.2,6.0,.362,1.3,3.2,.419,.500,1.5,1.7,.870,0.6,2.5,3.1,1.5,0.4,0.0,0.8,1.7,10.7,2024
183,Jaxson Hayes,C,23,LAL,26,1,10.9,1.3,1.9,.673,0.0,0.2,.000,1.3,1.7,.733,.673,0.6,1.0,.577,0.5,1.5,2.0,0.3,0.2,0.4,0.6,2.0,3.1,2024
184,Killian Hayes,PG,22,DET,25,21,26.4,3.6,8.6,.425,0.7,2.4,.305,2.9,6.2,.471,.467,1.1,1.6,.700,0.4,2.7,3.1,4.4,1.0,0.6,1.1,1.9,9.1,2024
185,Gordon Hayward,SF,33,CHO,23,23,32.3,5.7,12.3,.468,1.0,2.6,.373,4.8,9.7,.493,.507,2.6,3.4,.759,1.0,3.7,4.7,4.7,1.1,0.4,2.0,1.8,15.0,2024
186,Scoot Henderson,PG,19,POR,18,5,26.3,4.0,11.0,.364,0.9,3.8,.235,3.1,7.2,.431,.404,1.8,2.3,.805,0.7,2.1,2.8,4.2,0.4,0.2,3.1,3.8,10.7,2024
187,Taylor Hendricks,PF,20,UTA,10,0,17.2,2.1,5.2,.404,1.0,3.0,.333,1.1,2.2,.500,.500,0.6,0.8,.750,1.1,1.6,2.7,0.5,0.8,0.6,0.7,1.1,5.8,2024
188,Tyler Herro,SG,24,MIA,10,10,34.1,8.8,18.7,.471,3.0,7.2,.417,5.8,11.5,.504,.551,3.0,3.3,.909,0.5,4.6,5.1,4.6,1.3,0.0,2.6,1.5,23.6,2024
189,Buddy Hield,SF,31,IND,27,15,25.9,4.8,10.8,.445,2.9,7.5,.381,2.0,3.3,.589,.577,0.6,0.7,.850,0.8,2.4,3.1,2.7,0.9,0.7,1.6,1.9,13.1,2024
190,Haywood Highsmith,PF,27,MIA,18,14,21.7,2.3,5.3,.427,1.1,3.3,.339,1.2,2.1,.568,.531,0.7,0.9,.750,0.8,1.9,2.7,1.5,1.1,0.7,0.9,2.2,6.3,2024
191,Nate Hinton,SG,24,HOU,4,0,4.0,0.8,1.5,.500,0.8,0.8,1.000,0.0,0.8,.000,.750,0.0,0.0,,0.3,0.5,0.8,0.0,0.0,0.0,0.0,0.5,2.3,2024
192,D'Moi Hodge,SG,25,LAL,7,0,5.9,0.7,2.1,.333,0.4,1.7,.250,0.3,0.4,.667,.433,0.1,0.3,.500,0.0,0.0,0.0,0.7,0.1,0.1,0.1,0.6,2.0,2024
193,Aaron Holiday,PG,27,HOU,23,1,18.3,2.7,5.8,.455,1.3,3.0,.429,1.3,2.8,.484,.567,0.6,0.7,.867,0.3,1.6,1.9,1.7,0.5,0.1,0.6,1.9,7.2,2024
194,Jrue Holiday,PG,33,BOS,25,25,34.5,4.8,10.8,.448,1.8,4.5,.398,3.0,6.3,.484,.531,1.2,1.4,.853,1.6,5.0,6.7,4.7,0.9,0.9,2.0,1.8,12.6,2024
195,Justin Holiday,SG,34,DEN,17,6,15.3,1.7,3.2,.527,1.1,2.2,.474,0.6,1.0,.647,.691,0.0,0.0,,0.2,1.2,1.5,1.2,0.6,0.1,0.3,1.3,4.5,2024
196,Richaun Holmes,C,30,DAL,14,1,10.0,1.1,2.4,.455,0.0,0.0,,1.1,2.4,.455,.455,0.5,1.1,.467,1.4,2.2,3.6,0.5,0.1,0.4,0.6,1.4,2.6,2024
197,Chet Holmgren,C,21,OKC,26,26,29.7,6.2,11.7,.531,1.5,4.0,.381,4.7,7.6,.611,.597,3.2,3.7,.875,1.7,6.3,7.9,2.5,0.8,2.7,1.9,2.8,17.2,2024
198,Jalen Hood-Schifino,SG,20,LAL,5,0,10.4,0.8,3.6,.222,0.2,1.6,.125,0.6,2.0,.300,.250,1.0,2.0,.500,0.2,1.0,1.2,0.8,0.0,0.2,0.8,1.4,2.8,2024
199,Al Horford,C,37,BOS,23,9,26.7,2.9,6.2,.472,1.4,3.8,.364,1.5,2.3,.648,.585,0.4,0.4,1.000,1.7,5.4,7.1,2.8,0.4,1.0,1.0,1.7,7.7,2024
200,Talen Horton-Tucker,PG,23,UTA,28,11,22.9,4.3,10.2,.416,1.3,3.9,.339,2.9,6.3,.463,.481,1.5,1.9,.811,0.4,2.3,2.7,4.5,1.1,0.4,1.8,2.2,11.4,2024
201,Danuel House Jr.,SF,30,PHI,16,0,11.7,1.3,3.0,.438,0.7,1.7,.407,0.6,1.3,.476,.552,0.7,0.9,.786,0.4,0.9,1.3,0.9,0.3,0.1,0.6,0.8,4.0,2024
202,Caleb Houstan,SF,21,ORL,18,0,10.6,1.1,2.8,.392,0.9,2.6,.362,0.2,0.2,.750,.559,0.4,0.4,1.000,0.3,1.1,1.4,0.4,0.1,0.1,0.2,0.8,3.6,2024
203,Jett Howard,SF,20,ORL,8,0,4.3,0.5,1.9,.267,0.3,1.4,.182,0.3,0.5,.500,.333,0.1,0.3,.500,0.1,0.4,0.5,0.4,0.0,0.0,0.3,0.1,1.4,2024
204,Kevin Huerter,SG,25,SAC,25,25,25.5,4.1,9.5,.435,2.1,5.8,.363,2.0,3.6,.549,.546,0.7,0.9,.773,0.6,3.5,4.1,2.7,0.7,0.3,0.7,2.4,11.0,2024
205,Jay Huff,C,25,DEN,2,0,1.0,0.5,0.5,1.000,0.0,0.0,,0.5,0.5,1.000,1.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2024
206,De'Andre Hunter,SF,26,ATL,24,24,30.3,5.1,11.0,.460,1.9,4.8,.404,3.2,6.3,.503,.547,2.8,3.1,.907,0.6,3.5,4.1,1.4,0.8,0.4,1.5,3.0,14.9,2024
207,Bones Hyland,PG,23,LAC,14,2,15.7,2.9,7.1,.410,1.4,3.8,.377,1.5,3.4,.447,.510,0.7,0.9,.833,0.1,0.9,1.1,1.9,0.6,0.0,1.4,1.6,8.0,2024
208,Joe Ingles,SF,36,ORL,24,0,18.2,1.6,3.9,.404,1.0,2.5,.407,0.6,1.5,.400,.532,0.7,0.8,.895,0.5,2.3,2.8,3.4,0.8,0.1,0.8,1.5,4.9,2024
209,Brandon Ingram,SF,26,NOP,26,26,33.4,8.8,17.6,.501,1.3,4.1,.330,7.5,13.5,.553,.539,4.3,5.3,.818,0.6,4.3,4.8,5.3,0.7,0.2,2.8,2.2,23.3,2024
210,Kyrie Irving,SG,31,DAL,17,17,31.8,8.6,18.2,.471,2.5,6.6,.384,6.1,11.6,.520,.540,3.3,3.6,.903,0.6,3.4,3.9,5.2,1.2,0.3,1.4,1.8,23.0,2024
211,Jonathan Isaac,PF,26,ORL,20,0,13.7,2.3,5.2,.447,0.7,2.3,.283,1.7,2.9,.579,.510,1.3,1.6,.781,1.2,3.1,4.3,0.3,0.9,1.2,0.6,1.4,6.5,2024
212,Jaden Ivey,SG,21,DET,24,8,24.6,4.3,9.5,.458,0.9,3.2,.286,3.4,6.3,.547,.507,2.5,3.2,.792,0.8,2.3,3.1,2.9,0.8,0.5,2.0,2.7,12.1,2024
213,Andre Jackson Jr.,SG,22,MIL,22,5,10.4,1.1,2.0,.581,0.5,1.1,.458,0.6,0.9,.737,.709,0.0,0.1,.500,0.8,1.0,1.8,0.9,0.3,0.0,0.5,1.8,2.8,2024
214,Gregory Jackson II,PF,19,MEM,4,0,4.8,0.8,2.5,.300,0.5,1.3,.400,0.3,1.3,.200,.400,0.0,0.0,,0.3,0.5,0.8,0.0,0.3,0.3,0.3,0.5,2.0,2024
215,Isaiah Jackson,C,22,IND,19,1,14.6,3.1,4.6,.670,0.0,0.1,.000,3.1,4.5,.686,.670,1.3,1.9,.694,1.6,2.9,4.5,1.0,0.6,1.5,0.5,2.8,7.5,2024
216,Jaren Jackson Jr.,C,24,MEM,27,27,31.5,7.3,16.0,.455,1.6,5.1,.319,5.7,10.9,.519,.506,5.3,6.3,.830,1.5,4.3,5.8,1.7,0.7,1.8,2.1,3.6,21.5,2024
217,Reggie Jackson,PG,33,DEN,29,14,25.5,5.3,10.8,.494,1.7,4.2,.397,3.7,6.7,.554,.570,1.0,1.4,.714,0.4,1.8,2.2,4.5,0.7,0.2,1.5,2.0,13.4,2024
218,Trayce Jackson-Davis,PF,23,GSW,17,0,9.5,1.5,2.5,.595,0.0,0.0,,1.5,2.5,.595,.595,1.0,1.6,.630,1.4,1.4,2.8,0.6,0.3,0.7,0.5,1.4,3.9,2024
219,LeBron James,PF,39,LAL,26,26,34.1,9.4,17.5,.540,2.2,5.7,.392,7.2,11.8,.611,.604,4.1,5.7,.723,1.0,6.7,7.7,7.3,1.5,0.7,3.4,1.1,25.2,2024
220,Jaime Jaquez Jr.,SF,22,MIA,28,5,28.3,5.0,10.0,.505,1.1,3.0,.373,3.9,7.0,.561,.561,1.7,2.0,.842,1.1,2.5,3.6,2.6,1.0,0.3,1.6,2.4,12.9,2024
221,DaQuan Jeffries,SG,26,NYK,10,0,3.0,0.5,1.2,.417,0.1,0.5,.200,0.4,0.7,.571,.458,0.0,0.2,.000,0.0,0.5,0.5,0.2,0.0,0.0,0.1,0.2,1.1,2024
222,Ty Jerome,SG,26,CLE,2,0,7.5,1.0,2.0,.500,0.0,0.5,.000,1.0,1.5,.667,.500,0.0,0.0,,0.5,0.0,0.5,1.5,0.0,0.0,0.5,1.0,2.0,2024
223,Isaiah Joe,SG,24,OKC,26,0,20.5,3.2,7.2,.441,2.4,5.6,.425,0.8,1.5,.500,.608,1.0,1.2,.844,0.2,2.1,2.3,1.1,0.8,0.3,0.5,1.2,9.7,2024
224,Cameron Johnson,PF,27,BRK,20,20,28.9,5.3,11.7,.453,2.5,6.2,.395,2.9,5.5,.518,.558,1.2,1.5,.800,1.5,3.8,5.3,2.6,0.8,0.2,1.1,1.9,14.3,2024
225,Jalen Johnson,SF,22,ATL,15,12,29.9,5.7,9.5,.594,1.1,2.7,.425,4.5,6.9,.660,.654,1.7,2.2,.758,1.3,5.9,7.3,2.4,1.1,1.0,2.0,2.2,14.1,2024
226,James Johnson,PF,36,IND,3,0,5.3,0.3,0.7,.500,0.0,0.0,,0.3,0.7,.500,.500,0.0,0.0,,0.3,0.7,1.0,1.3,0.3,0.0,0.3,0.7,0.7,2024
227,Keldon Johnson,SF,24,SAS,26,26,33.0,6.3,13.5,.470,1.9,5.3,.353,4.5,8.2,.547,.540,2.7,3.5,.767,1.3,5.2,6.5,4.0,0.9,0.3,1.8,2.5,17.2,2024
228,Keyontae Johnson,SF,23,OKC,1,0,6.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
229,Nikola Jokić,C,28,DEN,28,28,33.5,10.3,19.1,.539,1.2,3.7,.320,9.1,15.4,.592,.570,4.8,6.0,.787,3.3,9.1,12.4,9.3,1.2,0.8,2.6,2.5,26.5,2024
230,Colby Jones,SG,21,SAC,11,0,6.8,1.3,2.8,.452,0.1,0.7,.125,1.2,2.1,.565,.468,0.2,0.3,.667,0.6,0.7,1.4,0.2,0.2,0.1,0.4,1.0,2.8,2024
231,Damian Jones,C,28,CLE,12,0,4.8,0.4,0.8,.556,0.0,0.0,,0.4,0.8,.556,.556,0.1,0.2,.500,0.3,0.7,1.0,0.3,0.1,0.2,0.3,0.3,0.9,2024
232,Derrick Jones Jr.,SF,26,DAL,26,25,24.7,3.7,7.6,.480,1.6,4.4,.360,2.1,3.2,.643,.583,1.3,1.7,.767,1.2,2.4,3.5,1.1,0.8,0.8,0.8,1.6,10.2,2024
233,Herbert Jones,SF,25,NOP,26,26,30.0,3.8,7.9,.476,1.0,3.3,.318,2.7,4.7,.587,.541,2.4,2.8,.863,1.2,2.8,4.0,2.8,1.5,1.1,1.4,3.3,11.0,2024
234,Tre Jones,PG,24,SAS,23,0,23.3,3.1,6.8,.462,0.6,2.0,.277,2.6,4.7,.541,.503,1.2,1.4,.844,0.4,2.0,2.5,5.0,0.8,0.2,1.5,1.2,8.0,2024
235,Tyus Jones,PG,27,WAS,27,27,27.7,5.1,9.7,.531,1.4,3.4,.413,3.7,6.3,.594,.603,0.5,0.7,.737,0.2,2.8,3.0,5.4,1.2,0.3,0.8,0.8,12.2,2024
236,DeAndre Jordan,C,35,DEN,11,1,13.9,2.0,3.5,.579,0.0,0.0,,2.0,3.5,.579,.579,1.0,2.8,.355,1.9,3.3,5.2,1.1,0.4,0.5,1.0,1.8,5.0,2024
237,Cory Joseph,PG,32,GSW,12,0,10.6,0.8,2.6,.290,0.3,1.7,.200,0.4,0.9,.455,.355,0.3,0.6,.571,0.2,0.8,0.9,2.0,0.3,0.2,0.4,0.8,2.2,2024
238,Nikola Jović,PF,20,MIA,4,1,12.0,1.0,3.0,.333,0.8,1.8,.429,0.3,1.3,.200,.458,0.8,1.0,.750,0.3,5.5,5.8,2.3,0.3,0.0,1.3,2.3,3.5,2024
239,Johnny Juzang,SG,22,UTA,1,0,4.0,0.0,2.0,.000,0.0,2.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2024
